samp_ev,exp,grp_esd,mn_ct_ml
YBP2,FC,unidentified flagchloro 6.21,9.22890103217972
YBP2,FC,unidentified flagchloro 6.60,13.78436225801437
YBP2,FC,unidentified NA 11.54,4.157549234135667
YBP2,FC,unidentified NA 18.32,1.4571948998178508
YBP2,FC,unidentified NA 5.04,1.3357619914996965
YBP2,FC,unidentified rotifer 46.78,0.21645021645021642
YBP2,FC,unidentified rotifer 65.15,0.07215007215007214
YBP2,FC,unidentified round 14.00,1.830829684735533
YBP2,FC,unidentified round 24.50,4.946458522883532
YBP2,FC,unidentified round 28.00,0.97146326654523385
YBP2,FC,unidentified round 5.50,18.096754928193032
YBP2,FC,unidentified round 9.50,3.227578736660297
YBP2,IC,chlorophyte actinastrum 4.27,1.5221042564501526
YBP2,IC,chlorophyte colonial 10.00,0.5471437186065079
YBP2,IC,chlorophyte colonial 12.00,0.38293216630196936
YBP2,IC,chlorophyte colonial 16.00,0.28294582587987055
YBP2,IC,chlorophyte colonial 24.00,0.2188183807439825
YBP2,IC,chlorophyte colonial 32.00,0.10911155927739932
YBP2,IC,chlorophyte colonial 4.00,2.297592997811816
YBP2,IC,chlorophyte colonial 40.00,0.06449948400412796
YBP2,IC,chlorophyte colonial 6.87,3.031475748194014
YBP2,IC,chlorophyte colonial 64.00,0.05470459518599562
YBP2,IC,chlorophyte colonial 8.00,1.5404142818102384
YBP2,IC,chlorophyte pediastrum 45.79,0.1934984520123839
YBP2,IC,chlorophyte scenedesmus 11.70,0.38293216630196936
YBP2,IC,chlorophyte scenedesmus 15.77,0.10940919037199125
YBP2,IC,chlorophyte scenedesmus 18.32,0.16411378555798686
YBP2,IC,chlorophyte scenedesmus 20.16,0.21762785636561477
YBP2,IC,chlorophyte scenedesmus 4.58,1.3410909578882235
YBP2,IC,chlorophyte scenedesmus 6.00,0.05470459518599562
YBP2,IC,chlorophyte scenedesmus 9.16,0.5159958720330237
YBP2,IC,ciliate cone 19.05,5.7291009397999435
YBP2,IC,ciliate oblong 23.08,0.05470459518599562
YBP2,IC,ciliate oblong 29.47,0.05470459518599562
YBP2,IC,ciliate oblong 74.57,0.06449948400412796
YBP2,IC,ciliate oblong 91.58,0.05470459518599562
YBP2,IC,ciliate round 120.00,0.10881392818280738
YBP2,IC,ciliate round 14.00,1.6294701535583391
YBP2,IC,ciliate round 24.00,7.030443756449948
YBP2,IC,ciliate round 40.00,0.05960203959506179
YBP2,IC,ciliate round 48.00,0.16322089227421108
YBP2,IC,ciliate round 5.50,0.8229069649117065
YBP2,IC,ciliate round 9.50,1.2354873962288353
YBP2,IC,cyanobacteria aphanizomenon 19.73,7.932703112974544
YBP2,IC,cyanobacteria dolichospermum 14.23,1.805985552115583
YBP2,IC,cyanobacteria dolichospermum 19.73,0.87527352297593
YBP2,IC,cyanobacteria dolichospermum 9.86,4.134929270946681
YBP2,IC,cyanobacteria other 14.54,0.06449948400412796
YBP2,IC,diatom centric 10.87,6.440469592336055
YBP2,IC,diatom centric 16.03,2.071379052599964
YBP2,IC,diatom centric 28.05,1.724143497385209
YBP2,IC,diatom centric 45.79,2.1881838074398248
YBP2,IC,diatom centric 6.30,6.4649557137504035
YBP2,IC,diatom chain 15.66,2.665941240478781
YBP2,IC,diatom chain 29.07,0.7678456526645936
YBP2,IC,diatom chain 45.17,0.20661738973641894
YBP2,IC,diatom cylindrotheca pennate 16.64,0.817012425620474
YBP2,IC,diatom egg shaped 20.16,0.05470459518599562
YBP2,IC,diatom egg shaped 36.63,0.21105586078724936
YBP2,IC,diatom egg shaped 43.43,0.16322089227421108
YBP2,IC,diatom pennate 11.04,4.406964091403699
YBP2,IC,diatom pennate 11.54,3.3598897150063274
YBP2,IC,diatom pennate 13.21,0.7658643326039387
YBP2,IC,diatom pennate 15.30,0.35453815987789977
YBP2,IC,diatom pennate 15.66,1.535700284430321
YBP2,IC,diatom pennate 16.64,0.3869969040247678
YBP2,IC,diatom pennate 18.32,0.16322089227421108
YBP2,IC,diatom pennate 19.43,0.26501637823676516
YBP2,IC,diatom pennate 20.52,0.8168711455559996
YBP2,IC,diatom pennate 25.27,0.22070193405808575
YBP2,IC,diatom pennate 26.04,1.6322089227421108
YBP2,IC,diatom pennate 29.07,0.06449948400412796
YBP2,IC,diatom pennate 3.11,0.2188183807439825
YBP2,IC,diatom pennate 31.51,0.06449948400412796
YBP2,IC,diatom pennate 39.62,0.05470459518599562
YBP2,IC,diatom pennate 40.66,0.05470459518599562
YBP2,IC,diatom pennate 56.04,0.10881392818280738
YBP2,IC,diatom pennate 6.21,2.297592997811816
YBP2,IC,diatom pennate 6.60,1.414581066376496
YBP2,IC,diatom pennate 7.27,0.5470459518599562
YBP2,IC,diatom pennate 8.32,0.1361662257758052
YBP2,IC,diatom pennate 8.55,0.06449948400412796
YBP2,IC,diatom pennate 9.16,0.49640609439675903
YBP2,IC,diatom pennate pleurosigma 32.77,0.2188183807439825
YBP2,IC,diatom pennate pleurosigma 35.56,0.10881392818280738
YBP2,IC,dinoflagellate peridinium 16.00,0.4130984906418898
YBP2,IC,dinoflagellate peridinium 24.00,0.5735655427666863
YBP2,IC,flagellate cryptomonas 11.54,5.137106672461092
YBP2,IC,flagellate cryptomonas 18.32,5.25164113785558
YBP2,IC,flagellate cryptomonas 23.08,0.38293216630196936
YBP2,IC,flagellate euglenid 13.68,0.9249183895538627
YBP2,IC,flagellate euglenid 22.58,0.3029076423843751
YBP2,IC,flagellate euglenid 23.08,0.05470459518599562
YBP2,IC,flagellate NA 10.08,1.0940919037199124
YBP2,IC,flagellate NA 14.23,0.1934984520123839
YBP2,IC,flagellate NA 20.16,0.2188183807439825
YBP2,IC,flagellate NA 26.42,0.622859625452381
YBP2,IC,flagellate other 10.43,3.502031317579638
YBP2,IC,flagellate other 4.20,4.188840377743892
YBP2,IC,flagellate other 7.25,7.240695183969152
YBP2,IC,ochrophyte synura 32.00,1.0536688299669992
YBP2,IC,tintinnid agglutinated 38.10,7.859455025560558
YBP2,IC,tintinnid agglutinated 38.56,0.25799793601651183
YBP2,IC,tintinnid agglutinated 40.32,0.10881392818280738
YBP2,IC,tintinnid agglutinated 41.04,7.739938080495356
YBP2,IC,unidentified NA 20.16,0.05470459518599562
YBP2,IC,unidentified NA 28.46,0.27203482045701843
YBP2,IC,unidentified NA 3.91,0.25799793601651183
YBP2,IC,unidentified NA 48.66,0.05440696409140369
YBP2,IC,unidentified NA 5.04,0.3282275711159737
YBP2,IC,unidentified rotifer 28.46,0.16322089227421108
YBP2,IC,unidentified rotifer 36.63,0.06449948400412796
YBP2,IC,unidentified rotifer 46.78,0.05470459518599562
YBP2,IC,unidentified rotifer 56.38,0.06449948400412796
YBP2,IC,unidentified round 14.00,0.9778863016717793
YBP2,IC,unidentified round 24.50,1.4302354585861121
YBP2,IC,unidentified round 48.00,0.06449948400412796
YBP2,IC,unidentified round 5.50,5.97893977036096
YBP2,IC,unidentified round 9.50,3.8541519491827416
YBP2,site,chlorophyte actinastrum 4.27,3.7243947858472994
YBP2,site,chlorophyte colonial 10.00,0.22346368715083798
YBP2,site,chlorophyte colonial 16.00,1.3407821229050279
YBP2,site,chlorophyte colonial 24.00,0.44692737430167595
YBP2,site,chlorophyte colonial 4.00,0.8193668528864059
YBP2,site,chlorophyte colonial 8.00,0.14897579143389197
YBP2,site,chlorophyte other 16.00,2.7560521415270016
YBP2,site,chlorophyte pediastrum 18.32,0.07448789571694599
YBP2,site,chlorophyte scenedesmus 13.21,0.8193668528864059
YBP2,site,ciliate oblong 13.68,0.07448789571694599
YBP2,site,ciliate oblong 18.32,0.8193668528864059
YBP2,site,ciliate round 14.00,0.521415270018622
YBP2,site,ciliate round 24.00,5.884543761638733
YBP2,site,cyanobacteria aphanizomenon 20.52,3.2774674115456235
YBP2,site,cyanobacteria dolichospermum 16.29,0.8193668528864059
YBP2,site,cyanobacteria other 15.66,0.22346368715083798
YBP2,site,diatom centric 10.87,0.521415270018622
YBP2,site,diatom centric 16.03,0.521415270018622
YBP2,site,diatom centric 28.05,3.4264432029795158
YBP2,site,diatom centric 6.30,1.8621973929236497
YBP2,site,diatom chain 19.73,0.29795158286778395
YBP2,site,diatom chain 38.10,0.29795158286778395
YBP2,site,diatom chain 39.46,1.042830540037244
YBP2,site,diatom chain 45.17,0.07448789571694599
YBP2,site,diatom chain 7.83,0.22346368715083798
YBP2,site,diatom chain 9.16,7.821229050279329
YBP2,site,diatom egg shaped 20.16,0.07448789571694599
YBP2,site,diatom egg shaped 43.43,0.29795158286778395
YBP2,site,diatom NA 24.86,0.07448789571694599
YBP2,site,diatom pennate 11.54,0.22346368715083798
YBP2,site,diatom pennate 18.32,0.8938547486033519
YBP2,site,diatom pennate 20.52,2.011173184357542
YBP2,site,diatom pennate 25.27,0.8193668528864059
YBP2,site,diatom pennate 26.04,0.37243947858473
YBP2,site,diatom pennate 26.42,0.74487895716946
YBP2,site,diatom pennate 3.91,0.8938547486033519
YBP2,site,diatom pennate 31.32,0.9683426443202979
YBP2,site,diatom pennate 4.93,0.5959031657355679
YBP2,site,diatom pennate 7.27,0.5959031657355679
YBP2,site,diatom pennate 8.32,2.458100558659218
YBP2,site,diatom pennate pleurosigma 32.77,0.8193668528864059
YBP2,site,flagellate cryptomonas 11.54,7.076350093109869
YBP2,site,flagellate cryptomonas 23.08,1.042830540037244
YBP2,site,flagellate cryptomonas 4.20,0.521415270018622
YBP2,site,flagellate euglenid 40.00,0.521415270018622
YBP2,site,flagellate other 10.43,1.1173184357541899
YBP2,site,flagellate other 7.25,0.44692737430167595
YBP2,site,tintinnid agglutinated 26.42,1.5642458100558658
YBP2,site,tintinnid agglutinated 31.83,0.14897579143389197
YBP2,site,tintinnid agglutinated 38.10,0.37243947858473
YBP2,site,unidentified flagchloro 7.83,0.22346368715083798
YBP2,site,unidentified NA 11.54,0.74487895716946
YBP2,site,unidentified NA 14.54,0.07448789571694599
YBP2,site,unidentified NA 18.32,0.07448789571694599
YBP2,site,unidentified NA 38.56,0.29795158286778395
YBP2,site,unidentified round 14.00,0.74487895716946
YBP2,site,unidentified round 24.50,6.70391061452514
YBP2,site,unidentified round 28.00,0.14897579143389197
YBP2,site,unidentified round 40.00,1.1918063314711358
YBP2,site,unidentified round 48.00,0.07448789571694599
YBP2,site,unidentified round 5.50,2.3836126629422716
YBP2,site,unidentified round 9.50,1.1918063314711358
YBP2,T24,chlorophyte actinastrum 4.27,0.5036178735217058
YBP2,T24,chlorophyte colonial 10.00,6.36297903109183
YBP2,T24,chlorophyte colonial 12.00,0.21691973969631237
YBP2,T24,chlorophyte colonial 6.00,0.4089422028353326
YBP2,T24,chlorophyte colonial 6.87,0.6457028475495576
YBP2,T24,chlorophyte scenedesmus 4.00,1.224155486739724
YBP2,T24,chlorophyte scenedesmus 4.58,2.9645697758496024
YBP2,T24,chlorophyte scenedesmus 5.04,1.9083969465648853
YBP2,T24,chlorophyte scenedesmus 6.60,1.0331245560792923
YBP2,T24,ciliate cone 11.29,1.420546264609027
YBP2,T24,ciliate cone 14.54,0.9595406442618775
YBP2,T24,ciliate cone 26.42,0.5165622780396462
YBP2,T24,ciliate cone 33.74,0.21691973969631237
YBP2,T24,ciliate oblong 18.32,0.13631406761177753
YBP2,T24,ciliate round 14.00,1.5237980250830576
YBP2,T24,ciliate round 24.00,0.7927771623141342
YBP2,T24,ciliate round 40.00,2.8625954198473282
YBP2,T24,ciliate round 48.00,0.12914056950991154
YBP2,T24,ciliate round 5.50,1.373825018076645
YBP2,T24,ciliate round 9.50,0.6021572908609056
YBP2,T24,cyanobacteria aphanizomenon 19.73,6.984324595173536
YBP2,T24,cyanobacteria aphanizomenon 22.58,9.399855386840203
YBP2,T24,cyanobacteria aphanizomenon 31.32,0.5165622780396462
YBP2,T24,cyanobacteria dolichospermum 22.10,0.3615328994938539
YBP2,T24,cyanobacteria other 19.05,0.13631406761177753
YBP2,T24,diatom centric 10.87,1.6276096486529836
YBP2,T24,diatom centric 16.03,0.6620152324810304
YBP2,T24,diatom centric 28.05,0.7596001790415381
YBP2,T24,diatom centric 6.30,5.147166790834904
YBP2,T24,diatom chain 15.66,0.13631406761177753
YBP2,T24,diatom chain 19.73,0.2582811390198231
YBP2,T24,diatom chain 29.07,0.21691973969631237
YBP2,T24,diatom chain 39.46,0.07230657989877079
YBP2,T24,diatom cylindrotheca pennate 16.64,0.574331328774648
YBP2,T24,diatom egg shaped 20.16,0.13272731856084452
YBP2,T24,diatom egg shaped 36.63,0.2582811390198231
YBP2,T24,diatom pennate 11.04,0.5784526391901663
YBP2,T24,diatom pennate 11.54,0.13631406761177753
YBP2,T24,diatom pennate 15.30,0.3615328994938539
YBP2,T24,diatom pennate 15.66,0.3910084575806676
YBP2,T24,diatom pennate 18.32,0.13631406761177753
YBP2,T24,diatom pennate 19.43,0.12914056950991154
YBP2,T24,diatom pennate 19.73,0.8178844056706652
YBP2,T24,diatom pennate 26.42,0.3615328994938539
YBP2,T24,diatom pennate 39.62,0.07230657989877079
YBP2,T24,diatom pennate 6.46,0.4089422028353326
YBP2,T24,diatom pennate 8.32,0.6937167011887012
YBP2,T24,diatom pennate 8.55,0.6507592190889371
YBP2,T24,diatom pennate 9.52,1.7691259577467786
YBP2,T24,diatom pennate fragillaria 78.92,0.43383947939262474
YBP2,T24,diatom pennate pleurosigma 32.77,0.2582811390198231
YBP2,T24,flagellate cryptomonas 4.20,1.6630513376717282
YBP2,T24,flagellate euglenid 20.57,0.07230657989877079
YBP2,T24,flagellate euglenid 23.08,0.13631406761177753
YBP2,T24,flagellate euglenid 33.28,0.12914056950991154
YBP2,T24,flagellate other 10.43,1.2340506617017415
YBP2,T24,flagellate other 4.20,23.156518834840508
YBP2,T24,flagellate other 7.25,3.943543248236985
YBP2,T24,tintinnid agglutinated 26.42,0.07230657989877079
YBP2,T24,unidentified flagchloro 5.77,4.003357654807258
YBP2,T24,unidentified flagchloro 6.60,2.8922631959508314
YBP2,T24,unidentified NA 18.32,4.542865895343914
YBP2,T24,unidentified NA 21.72,1.499454743729553
YBP2,T24,unidentified NA 3.91,1.9522776572668112
YBP2,T24,unidentified NA 5.04,8.315256688358641
YBP2,T24,unidentified NA 7.96,0.27262813522355506
YBP2,T24,unidentified round 14.00,0.9864150936998679
YBP2,T24,unidentified round 24.50,2.4658560031277945
YBP2,T24,unidentified round 40.00,0.27262813522355506
YBP2,T24,unidentified round 5.50,23.71228074680815
YBP2,T24,unidentified round 9.50,4.169646537780303
