"","samp_date","samp_ev","exp","rep","Group","type","shp","sa","la","wi","counts","pres_fact","vol_set_ml","n_bugs","time_d","mag","propCntd"
"13047",2019-08-20,"LSZ2","T24","3","tintinnid","hyaline","prosph",12,32,NA,0,0.915,25,24,1,"100x",1
"13048",2019-08-19,"LSZ2","IC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.918,25,24,1,"100x",1
"13049",2019-08-19,"LSZ2","IC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.918,25,24,1,"100x",1
"13050",2019-08-19,"LSZ2","IC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.922,27,24,1,"100x",1
"13051",2019-08-13,"WLD2","site","N/A","tintinnid","hyaline","prosph",12,32,NA,0,0.902,17,24,1,"100x",1
"13052",2019-08-15,"WLD2","FC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.904,24,24,1,"100x",1
"13053",2019-08-15,"WLD2","T24","1","tintinnid","hyaline","prosph",12,32,NA,0,0.906,26,24,1,"100x",1
"13054",2019-08-15,"WLD2","FC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.906,25,24,1,"100x",1
"13055",2019-08-15,"WLD2","T24","2","tintinnid","hyaline","prosph",12,32,NA,0,0.906,25,24,1,"100x",1
"13056",2019-08-15,"WLD2","FC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.909,25,24,1,"100x",1
"13057",2019-08-15,"WLD2","T24","3","tintinnid","hyaline","prosph",12,32,NA,0,0.907,27,24,1,"100x",1
"13058",2019-08-14,"WLD2","IC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.917,26,24,1,"100x",1
"13059",2019-08-14,"WLD2","IC","2","tintinnid","hyaline","prosph",12,32,NA,1,0.907,25,24,1,"100x",1
"13060",2019-08-14,"WLD2","IC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.915,25,24,1,"100x",0.5
"13061",2019-07-23,"SJR1","site","N/A","tintinnid","hyaline","prosph",12,32,NA,0,0.901,21,24,1,"100x",1
"13062",2019-07-25,"SJR1","FC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.919,18,24,1,"100x",0.89
"13063",2019-07-25,"SJR1","T24","1","tintinnid","hyaline","prosph",12,32,NA,0,0.918,22,24,1,"100x",1
"13064",2019-07-25,"SJR1","FC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.917,22.5,24,1,"100x",0.55
"13065",2019-07-25,"SJR1","T24","2","tintinnid","hyaline","prosph",12,32,NA,0,0.917,22,24,1,"100x",1
"13066",2019-07-25,"SJR1","FC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.917,25,24,1,"100x",0.6
"13067",2019-07-25,"SJR1","T24","3","tintinnid","hyaline","prosph",12,32,NA,0,0.906,25,24,1,"100x",1
"13068",2019-07-24,"SJR1","IC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.909,25,24,1,"100x",1
"13069",2019-07-24,"SJR1","IC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.911,25,24,1,"100x",1
"13070",2019-07-24,"SJR1","IC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.909,28,24,1,"100x",1
"13071",2019-09-17,"YBP2","site","N/A","tintinnid","hyaline","prosph",12,32,NA,0,0.895,15,24,1,"100x",0.73
"13072",2019-09-19,"YBP2","FC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.914,5,24,1,"100x",1
"13073",2019-09-19,"YBP2","T24","1","tintinnid","hyaline","prosph",12,32,NA,0,0.911,8.5,24,1,"100x",1
"13074",2019-09-19,"YBP2","FC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.915,9,24,1,"100x",1
"13075",2019-09-19,"YBP2","T24","2","tintinnid","hyaline","prosph",12,32,NA,0,0.917,8,24,1,"100x",1
"13076",2019-09-19,"YBP2","FC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.924,15,24,1,"100x",1
"13077",2019-09-19,"YBP2","T24","3","tintinnid","hyaline","prosph",12,32,NA,0,0.922,15,24,1,"100x",1
"13078",2019-09-18,"YBP2","IC","1","tintinnid","hyaline","prosph",12,32,NA,0,0.914,20,24,1,"100x",0.5
"13079",2019-09-18,"YBP2","IC","2","tintinnid","hyaline","prosph",12,32,NA,0,0.912,17,24,1,"100x",0.78
"13080",2019-09-18,"YBP2","IC","3","tintinnid","hyaline","prosph",12,32,NA,0,0.919,20,24,1,"100x",0.6
"13081",2019-09-03,"SJR2","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.889,18,24,1,"100x",1
"13082",2019-09-05,"SJR2","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.915,25,24,1,"100x",1
"13083",2019-09-05,"SJR2","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.915,25,24,1,"100x",1
"13084",2019-09-05,"SJR2","FC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.914,25,24,1,"100x",1
"13085",2019-09-05,"SJR2","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.919,25,24,1,"100x",1
"13086",2019-09-05,"SJR2","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.918,25,24,1,"100x",1
"13087",2019-09-05,"SJR2","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.917,25,24,1,"100x",1
"13088",2019-09-04,"SJR2","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.915,25,24,1,"100x",1
"13089",2019-09-04,"SJR2","IC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.919,25,24,1,"100x",1
"13090",2019-09-04,"SJR2","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.917,25,24,1,"100x",1
"13091",2019-07-30,"YBP1","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.898,16,24,1,"100x",1
"13092",2019-08-01,"YBP1","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.907,25,24,1,"100x",1
"13093",2019-08-01,"YBP1","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.919,26,24,1,"100x",1
"13094",2019-08-01,"YBP1","FC","2","tintinnid","hyaline","prosph",16,20,NA,1,0.911,26,24,1,"100x",1
"13095",2019-08-01,"YBP1","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.911,25,24,1,"100x",1
"13096",2019-08-01,"YBP1","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.918,27,24,1,"100x",1
"13097",2019-08-01,"YBP1","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.918,25,24,1,"100x",1
"13098",2019-07-31,"YBP1","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.902,26,24,1,"100x",1
"13099",2019-07-31,"YBP1","IC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.907,25,24,1,"100x",1
"13100",2019-07-31,"YBP1","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.904,25,24,1,"100x",1
"13101",2019-08-18,"LSZ2","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.902,18,24,1,"100x",1
"13102",2019-08-20,"LSZ2","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.917,25,24,1,"100x",1
"13103",2019-08-20,"LSZ2","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.922,24,24,1,"100x",1
"13104",2019-08-20,"LSZ2","FC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.912,25,24,1,"100x",0.81
"13105",2019-08-20,"LSZ2","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.914,25,24,1,"100x",1
"13106",2019-08-20,"LSZ2","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.914,25,24,1,"100x",1
"13107",2019-08-20,"LSZ2","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.915,25,24,1,"100x",1
"13108",2019-08-19,"LSZ2","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.918,25,24,1,"100x",1
"13109",2019-08-19,"LSZ2","IC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.918,25,24,1,"100x",1
"13110",2019-08-19,"LSZ2","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.922,27,24,1,"100x",1
"13111",2019-08-13,"WLD2","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.902,17,24,1,"100x",1
"13112",2019-08-15,"WLD2","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.904,24,24,1,"100x",1
"13113",2019-08-15,"WLD2","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.906,26,24,1,"100x",1
"13114",2019-08-15,"WLD2","FC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.906,25,24,1,"100x",1
"13115",2019-08-15,"WLD2","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.906,25,24,1,"100x",1
"13116",2019-08-15,"WLD2","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.909,25,24,1,"100x",1
"13117",2019-08-15,"WLD2","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.907,27,24,1,"100x",1
"13118",2019-08-14,"WLD2","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.917,26,24,1,"100x",1
"13119",2019-08-14,"WLD2","IC","2","tintinnid","hyaline","prosph",16,20,NA,2,0.907,25,24,1,"100x",1
"13120",2019-08-14,"WLD2","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.915,25,24,1,"100x",0.5
"13121",2019-07-23,"SJR1","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.901,21,24,1,"100x",1
"13122",2019-07-25,"SJR1","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.919,18,24,1,"100x",0.89
"13123",2019-07-25,"SJR1","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.918,22,24,1,"100x",1
"13124",2019-07-25,"SJR1","FC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.917,22.5,24,1,"100x",0.55
"13125",2019-07-25,"SJR1","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.917,22,24,1,"100x",1
"13126",2019-07-25,"SJR1","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.917,25,24,1,"100x",0.6
"13127",2019-07-25,"SJR1","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.906,25,24,1,"100x",1
"13128",2019-07-24,"SJR1","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.909,25,24,1,"100x",1
"13129",2019-07-24,"SJR1","IC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.911,25,24,1,"100x",1
"13130",2019-07-24,"SJR1","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.909,28,24,1,"100x",1
"13131",2019-09-17,"YBP2","site","N/A","tintinnid","hyaline","prosph",16,20,NA,0,0.895,15,24,1,"100x",0.73
"13132",2019-09-19,"YBP2","FC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.914,5,24,1,"100x",1
"13133",2019-09-19,"YBP2","T24","1","tintinnid","hyaline","prosph",16,20,NA,0,0.911,8.5,24,1,"100x",1
"13134",2019-09-19,"YBP2","FC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.915,9,24,1,"100x",1
"13135",2019-09-19,"YBP2","T24","2","tintinnid","hyaline","prosph",16,20,NA,0,0.917,8,24,1,"100x",1
"13136",2019-09-19,"YBP2","FC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.924,15,24,1,"100x",1
"13137",2019-09-19,"YBP2","T24","3","tintinnid","hyaline","prosph",16,20,NA,0,0.922,15,24,1,"100x",1
"13138",2019-09-18,"YBP2","IC","1","tintinnid","hyaline","prosph",16,20,NA,0,0.914,20,24,1,"100x",0.5
"13139",2019-09-18,"YBP2","IC","2","tintinnid","hyaline","prosph",16,20,NA,0,0.912,17,24,1,"100x",0.78
"13140",2019-09-18,"YBP2","IC","3","tintinnid","hyaline","prosph",16,20,NA,0,0.919,20,24,1,"100x",0.6
"13141",2019-09-03,"SJR2","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.889,18,24,1,"100x",1
"13142",2019-09-05,"SJR2","FC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.915,25,24,1,"100x",1
"13143",2019-09-05,"SJR2","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.915,25,24,1,"100x",1
"13144",2019-09-05,"SJR2","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.914,25,24,1,"100x",1
"13145",2019-09-05,"SJR2","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.919,25,24,1,"100x",1
"13146",2019-09-05,"SJR2","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.918,25,24,1,"100x",1
"13147",2019-09-05,"SJR2","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.917,25,24,1,"100x",1
"13148",2019-09-04,"SJR2","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.915,25,24,1,"100x",1
"13149",2019-09-04,"SJR2","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.919,25,24,1,"100x",1
"13150",2019-09-04,"SJR2","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.917,25,24,1,"100x",1
"13151",2019-07-30,"YBP1","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.898,16,24,1,"100x",1
"13152",2019-08-01,"YBP1","FC","1","tintinnid","hyaline","prosph",16,24,NA,1,0.907,25,24,1,"100x",1
"13153",2019-08-01,"YBP1","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.919,26,24,1,"100x",1
"13154",2019-08-01,"YBP1","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.911,26,24,1,"100x",1
"13155",2019-08-01,"YBP1","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.911,25,24,1,"100x",1
"13156",2019-08-01,"YBP1","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.918,27,24,1,"100x",1
"13157",2019-08-01,"YBP1","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.918,25,24,1,"100x",1
"13158",2019-07-31,"YBP1","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.902,26,24,1,"100x",1
"13159",2019-07-31,"YBP1","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.907,25,24,1,"100x",1
"13160",2019-07-31,"YBP1","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.904,25,24,1,"100x",1
"13161",2019-08-18,"LSZ2","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.902,18,24,1,"100x",1
"13162",2019-08-20,"LSZ2","FC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.917,25,24,1,"100x",1
"13163",2019-08-20,"LSZ2","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.922,24,24,1,"100x",1
"13164",2019-08-20,"LSZ2","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.912,25,24,1,"100x",0.81
"13165",2019-08-20,"LSZ2","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.914,25,24,1,"100x",1
"13166",2019-08-20,"LSZ2","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.914,25,24,1,"100x",1
"13167",2019-08-20,"LSZ2","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.915,25,24,1,"100x",1
"13168",2019-08-19,"LSZ2","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.918,25,24,1,"100x",1
"13169",2019-08-19,"LSZ2","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.918,25,24,1,"100x",1
"13170",2019-08-19,"LSZ2","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.922,27,24,1,"100x",1
"13171",2019-08-13,"WLD2","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.902,17,24,1,"100x",1
"13172",2019-08-15,"WLD2","FC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.904,24,24,1,"100x",1
"13173",2019-08-15,"WLD2","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.906,26,24,1,"100x",1
"13174",2019-08-15,"WLD2","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.906,25,24,1,"100x",1
"13175",2019-08-15,"WLD2","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.906,25,24,1,"100x",1
"13176",2019-08-15,"WLD2","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.909,25,24,1,"100x",1
"13177",2019-08-15,"WLD2","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.907,27,24,1,"100x",1
"13178",2019-08-14,"WLD2","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.917,26,24,1,"100x",1
"13179",2019-08-14,"WLD2","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.907,25,24,1,"100x",1
"13180",2019-08-14,"WLD2","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.915,25,24,1,"100x",0.5
"13181",2019-07-23,"SJR1","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.901,21,24,1,"100x",1
"13182",2019-07-25,"SJR1","FC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.919,18,24,1,"100x",0.89
"13183",2019-07-25,"SJR1","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.918,22,24,1,"100x",1
"13184",2019-07-25,"SJR1","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.917,22.5,24,1,"100x",0.55
"13185",2019-07-25,"SJR1","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.917,22,24,1,"100x",1
"13186",2019-07-25,"SJR1","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.917,25,24,1,"100x",0.6
"13187",2019-07-25,"SJR1","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.906,25,24,1,"100x",1
"13188",2019-07-24,"SJR1","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.909,25,24,1,"100x",1
"13189",2019-07-24,"SJR1","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.911,25,24,1,"100x",1
"13190",2019-07-24,"SJR1","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.909,28,24,1,"100x",1
"13191",2019-09-17,"YBP2","site","N/A","tintinnid","hyaline","prosph",16,24,NA,0,0.895,15,24,1,"100x",0.73
"13192",2019-09-19,"YBP2","FC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.914,5,24,1,"100x",1
"13193",2019-09-19,"YBP2","T24","1","tintinnid","hyaline","prosph",16,24,NA,0,0.911,8.5,24,1,"100x",1
"13194",2019-09-19,"YBP2","FC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.915,9,24,1,"100x",1
"13195",2019-09-19,"YBP2","T24","2","tintinnid","hyaline","prosph",16,24,NA,0,0.917,8,24,1,"100x",1
"13196",2019-09-19,"YBP2","FC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.924,15,24,1,"100x",1
"13197",2019-09-19,"YBP2","T24","3","tintinnid","hyaline","prosph",16,24,NA,0,0.922,15,24,1,"100x",1
"13198",2019-09-18,"YBP2","IC","1","tintinnid","hyaline","prosph",16,24,NA,0,0.914,20,24,1,"100x",0.5
"13199",2019-09-18,"YBP2","IC","2","tintinnid","hyaline","prosph",16,24,NA,0,0.912,17,24,1,"100x",0.78
"13200",2019-09-18,"YBP2","IC","3","tintinnid","hyaline","prosph",16,24,NA,0,0.919,20,24,1,"100x",0.6
"13201",2019-09-03,"SJR2","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.889,18,24,1,"100x",1
"13202",2019-09-05,"SJR2","FC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.915,25,24,1,"100x",1
"13203",2019-09-05,"SJR2","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.915,25,24,1,"100x",1
"13204",2019-09-05,"SJR2","FC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.914,25,24,1,"100x",1
"13205",2019-09-05,"SJR2","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.919,25,24,1,"100x",1
"13206",2019-09-05,"SJR2","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.918,25,24,1,"100x",1
"13207",2019-09-05,"SJR2","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.917,25,24,1,"100x",1
"13208",2019-09-04,"SJR2","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.915,25,24,1,"100x",1
"13209",2019-09-04,"SJR2","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.919,25,24,1,"100x",1
"13210",2019-09-04,"SJR2","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.917,25,24,1,"100x",1
"13211",2019-07-30,"YBP1","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.898,16,24,1,"100x",1
"13212",2019-08-01,"YBP1","FC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.907,25,24,1,"100x",1
"13213",2019-08-01,"YBP1","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.919,26,24,1,"100x",1
"13214",2019-08-01,"YBP1","FC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.911,26,24,1,"100x",1
"13215",2019-08-01,"YBP1","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.911,25,24,1,"100x",1
"13216",2019-08-01,"YBP1","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.918,27,24,1,"100x",1
"13217",2019-08-01,"YBP1","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.918,25,24,1,"100x",1
"13218",2019-07-31,"YBP1","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.902,26,24,1,"100x",1
"13219",2019-07-31,"YBP1","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.907,25,24,1,"100x",1
"13220",2019-07-31,"YBP1","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.904,25,24,1,"100x",1
"13221",2019-08-18,"LSZ2","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.902,18,24,1,"100x",1
"13222",2019-08-20,"LSZ2","FC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.917,25,24,1,"100x",1
"13223",2019-08-20,"LSZ2","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.922,24,24,1,"100x",1
"13224",2019-08-20,"LSZ2","FC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.912,25,24,1,"100x",0.81
"13225",2019-08-20,"LSZ2","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.914,25,24,1,"100x",1
"13226",2019-08-20,"LSZ2","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.914,25,24,1,"100x",1
"13227",2019-08-20,"LSZ2","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.915,25,24,1,"100x",1
"13228",2019-08-19,"LSZ2","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.918,25,24,1,"100x",1
"13229",2019-08-19,"LSZ2","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.918,25,24,1,"100x",1
"13230",2019-08-19,"LSZ2","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.922,27,24,1,"100x",1
"13231",2019-08-13,"WLD2","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.902,17,24,1,"100x",1
"13232",2019-08-15,"WLD2","FC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.904,24,24,1,"100x",1
"13233",2019-08-15,"WLD2","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.906,26,24,1,"100x",1
"13234",2019-08-15,"WLD2","FC","2","tintinnid","hyaline","prosph",16,36,NA,1,0.906,25,24,1,"100x",1
"13235",2019-08-15,"WLD2","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.906,25,24,1,"100x",1
"13236",2019-08-15,"WLD2","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.909,25,24,1,"100x",1
"13237",2019-08-15,"WLD2","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.907,27,24,1,"100x",1
"13238",2019-08-14,"WLD2","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.917,26,24,1,"100x",1
"13239",2019-08-14,"WLD2","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.907,25,24,1,"100x",1
"13240",2019-08-14,"WLD2","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.915,25,24,1,"100x",0.5
"13241",2019-07-23,"SJR1","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.901,21,24,1,"100x",1
"13242",2019-07-25,"SJR1","FC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.919,18,24,1,"100x",0.89
"13243",2019-07-25,"SJR1","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.918,22,24,1,"100x",1
"13244",2019-07-25,"SJR1","FC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.917,22.5,24,1,"100x",0.55
"13245",2019-07-25,"SJR1","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.917,22,24,1,"100x",1
"13246",2019-07-25,"SJR1","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.917,25,24,1,"100x",0.6
"13247",2019-07-25,"SJR1","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.906,25,24,1,"100x",1
"13248",2019-07-24,"SJR1","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.909,25,24,1,"100x",1
"13249",2019-07-24,"SJR1","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.911,25,24,1,"100x",1
"13250",2019-07-24,"SJR1","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.909,28,24,1,"100x",1
"13251",2019-09-17,"YBP2","site","N/A","tintinnid","hyaline","prosph",16,36,NA,0,0.895,15,24,1,"100x",0.73
"13252",2019-09-19,"YBP2","FC","1","tintinnid","hyaline","prosph",16,36,NA,8,0.914,5,24,1,"100x",1
"13253",2019-09-19,"YBP2","T24","1","tintinnid","hyaline","prosph",16,36,NA,0,0.911,8.5,24,1,"100x",1
"13254",2019-09-19,"YBP2","FC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.915,9,24,1,"100x",1
"13255",2019-09-19,"YBP2","T24","2","tintinnid","hyaline","prosph",16,36,NA,0,0.917,8,24,1,"100x",1
"13256",2019-09-19,"YBP2","FC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.924,15,24,1,"100x",1
"13257",2019-09-19,"YBP2","T24","3","tintinnid","hyaline","prosph",16,36,NA,0,0.922,15,24,1,"100x",1
"13258",2019-09-18,"YBP2","IC","1","tintinnid","hyaline","prosph",16,36,NA,0,0.914,20,24,1,"100x",0.5
"13259",2019-09-18,"YBP2","IC","2","tintinnid","hyaline","prosph",16,36,NA,0,0.912,17,24,1,"100x",0.78
"13260",2019-09-18,"YBP2","IC","3","tintinnid","hyaline","prosph",16,36,NA,0,0.919,20,24,1,"100x",0.6
"13261",2019-09-03,"SJR2","site","N/A","tintinnid","hyaline","prosph",32,56,NA,1,0.889,18,24,1,"100x",1
"13262",2019-09-05,"SJR2","FC","1","tintinnid","hyaline","prosph",32,56,NA,0,0.915,25,24,1,"100x",1
"13263",2019-09-05,"SJR2","T24","1","tintinnid","hyaline","prosph",32,56,NA,0,0.915,25,24,1,"100x",1
"13264",2019-09-05,"SJR2","FC","2","tintinnid","hyaline","prosph",32,56,NA,0,0.914,25,24,1,"100x",1
"13265",2019-09-05,"SJR2","T24","2","tintinnid","hyaline","prosph",32,56,NA,0,0.919,25,24,1,"100x",1
"13266",2019-09-05,"SJR2","FC","3","tintinnid","hyaline","prosph",32,56,NA,0,0.918,25,24,1,"100x",1
"13267",2019-09-05,"SJR2","T24","3","tintinnid","hyaline","prosph",32,56,NA,0,0.917,25,24,1,"100x",1
"13268",2019-09-04,"SJR2","IC","1","tintinnid","hyaline","prosph",32,56,NA,0,0.915,25,24,1,"100x",1
