,samp_ev,exp,grp_typ,category,sa,la,wi,tot_ct,bmn_pgml
1,YBP2,site,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,NA,50,20.66949226
2,YBP2,IC,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,NA,80,8.755685721
3,YBP2,FC,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,NA,50,12.56123689
4,YBP2,T24,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,NA,10,3.216438363
5,SJR1,FC,chlorophyte colonial,chlorophyte colonial 8 8,8,8,NA,6,10.73292498
6,SJR1,FC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,1,5.627631553
7,SJR1,FC,chlorophyte colonial,chlorophyte colonial 24 24,24,24,NA,2,76.03163324
8,SJR1,T24,chlorophyte colonial,chlorophyte colonial 32 32,32,32,NA,1,101.3437342
9,YBP1,FC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,4,20.91327443
10,WLD2,site,chlorophyte colonial,chlorophyte colonial 6 12,6,12,NA,100,90.15255585
11,WLD2,IC,chlorophyte colonial,chlorophyte colonial 6 6,6,6,NA,2,2.245376939
12,WLD2,IC,chlorophyte colonial,chlorophyte colonial 6 12,6,12,NA,2,1.472170073
13,WLD2,IC,chlorophyte colonial,chlorophyte colonial 16 16,16,16,NA,1,12.1687155
14,WLD2,FC,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,2,6.512454532
15,WLD2,FC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,2,11.40046312
16,WLD2,T24,chlorophyte colonial,chlorophyte colonial 8 8,8,8,NA,1,1.681182545
17,LSZ2,site,chlorophyte colonial,chlorophyte colonial 6 6,6,6,NA,3,4.629360592
18,LSZ2,IC,chlorophyte colonial,chlorophyte colonial 32 104,32,104,NA,1,89.08533741
19,LSZ2,IC,chlorophyte colonial,chlorophyte colonial 40 40,40,40,NA,1,167.0327902
20,LSZ2,FC,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,4,12.37674427
21,LSZ2,FC,chlorophyte colonial,chlorophyte colonial 32 32,32,32,NA,1,89.18248609
22,LSZ2,T24,chlorophyte colonial,chlorophyte colonial 4 4,4,4,NA,2,0.489655333
23,SJR2,FC,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,13,37.51570699
24,YBP2,site,chlorophyte colonial,chlorophyte colonial 4 4,4,4,NA,8,3.066702372
25,YBP2,site,chlorophyte colonial,chlorophyte colonial 4 10,4,10,NA,2,0.834328919
26,YBP2,site,chlorophyte colonial,chlorophyte colonial 4 16,4,16,NA,1,0.435181206
27,YBP2,site,chlorophyte colonial,chlorophyte colonial 8 8,8,8,NA,2,5.879478345
28,YBP2,site,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,3,16.13184327
29,YBP2,site,chlorophyte colonial,chlorophyte colonial 16 16,16,16,NA,18,326.1174286
30,YBP2,site,chlorophyte colonial,chlorophyte colonial 24 24,24,24,NA,6,364.2555921
31,YBP2,IC,chlorophyte colonial,chlorophyte colonial 4 16,4,16,NA,42,10.68659419
32,YBP2,IC,chlorophyte colonial,chlorophyte colonial 6 6,6,6,NA,47,64.21541945
33,YBP2,IC,chlorophyte colonial,chlorophyte colonial 8 8,8,8,NA,77,132.3290539
34,YBP2,IC,chlorophyte colonial,chlorophyte colonial 8 16,8,16,NA,7,8.176871957
35,YBP2,IC,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,19,36.735604
36,YBP2,IC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,7,43.87386236
37,YBP2,IC,chlorophyte colonial,chlorophyte colonial 16 16,16,16,NA,20,74.33196449
38,YBP2,IC,chlorophyte colonial,chlorophyte colonial 24 24,24,24,NA,4,182.8077648
39,YBP2,IC,chlorophyte colonial,chlorophyte colonial 32 32,32,32,NA,2,214.4272094
40,YBP2,IC,chlorophyte colonial,chlorophyte colonial 32 104,32,104,NA,2,213.2605761
41,YBP2,IC,chlorophyte colonial,chlorophyte colonial 40 40,40,40,NA,1,247.2524855
42,YBP2,IC,chlorophyte colonial,chlorophyte colonial 64 64,64,64,NA,1,788.1597012
43,YBP2,FC,chlorophyte colonial,chlorophyte colonial 4 4,4,4,NA,21,12.37327713
44,YBP2,FC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,20,155.073981
45,YBP2,FC,chlorophyte colonial,chlorophyte colonial 16 16,16,16,NA,82,1311.883888
46,YBP2,FC,chlorophyte colonial,chlorophyte colonial 24 24,24,24,NA,3,184.0306356
47,YBP2,FC,chlorophyte colonial,chlorophyte colonial 32 32,32,32,NA,13,1639.90427
48,YBP2,T24,chlorophyte colonial,chlorophyte colonial 6 6,6,6,NA,5,15.6811795
49,YBP2,T24,chlorophyte colonial,chlorophyte colonial 6 12,6,12,NA,3,7.001499112
50,YBP2,T24,chlorophyte colonial,chlorophyte colonial 10 10,10,10,NA,88,373.7906892
51,YBP2,T24,chlorophyte colonial,chlorophyte colonial 12 12,12,12,NA,3,26.1715641
52,SJR1,IC,chlorophyte other,chlorophyte other 10 10,10,10,NA,6,18.23085633
53,WLD2,IC,chlorophyte other,chlorophyte other 16 16,16,16,NA,1,12.1687155
54,WLD2,T24,chlorophyte other,chlorophyte other 10 10,10,10,NA,11,29.95560604
55,LSZ2,T24,chlorophyte other,chlorophyte other 10 10,10,10,NA,1,3.374584656
56,YBP2,site,chlorophyte other,chlorophyte other 16 16,16,16,NA,37,641.5264188
57,YBP2,FC,chlorophyte other,chlorophyte other 10 10,10,10,NA,17,79.65439385
58,LSZ2,IC,chlorophyte pediastrum,chlorophyte pediastrum 40 40,40,40,40,1,225.340593
59,YBP2,site,chlorophyte pediastrum,chlorophyte pediastrum 16 16,16,16,16,1,31.62443821
60,YBP2,IC,chlorophyte pediastrum,chlorophyte pediastrum 40 40,40,40,40,3,1015.096234
61,YBP2,FC,chlorophyte pediastrum,chlorophyte pediastrum 16 16,16,16,16,7,265.16341
62,SJR1,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,3,0.719685741
63,SJR1,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,7,3.06404232
64,SJR1,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,3,1.370752686
65,SJR1,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,3,1.555976695
66,SJR1,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 6 8,6,8,NA,11,11.29865352
67,YBP1,site,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,9,3.200529413
68,YBP1,site,chlorophyte scenedesmus,chlorophyte scenedesmus 12 16,12,16,NA,1,11.76403085
69,YBP1,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,23,2.504193451
70,YBP1,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 8 10,8,10,NA,3,6.302209627
71,YBP1,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,22,2.396271022
72,YBP1,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,7,2.809261749
73,YBP1,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 8 12,8,12,NA,5,11.01696588
74,YBP1,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,NA,1,24.53055033
75,YBP1,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,16,1.795932656
76,YBP1,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 6 6,6,6,NA,5,3.472781643
77,WLD2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,3,1.564211654
78,WLD2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 12 16,12,16,NA,1,11.02292913
79,WLD2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,11,1.854622403
80,WLD2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,3,1.105531965
81,WLD2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,5,2.233986446
82,WLD2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,3,0.97944471
83,WLD2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,10,2.204111087
84,LSZ2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 6 8,6,8,NA,1,1.477311007
85,LSZ2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 16 24,16,24,NA,3,73.36263625
86,LSZ2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,5,1.556582942
87,LSZ2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 8 10,8,10,NA,2,4.241006146
88,LSZ2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,6,1.047981907
89,LSZ2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 14 20,14,20,NA,3,34.25776756
90,LSZ2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 10 16,10,16,NA,4,19.93619454
91,LSZ2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 16 24,16,24,NA,1,18.55991619
92,SJR2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,7,2.269641267
93,SJR2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,8,0.9356999
94,SJR2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 6 14,6,14,NA,9,13.95842179
95,SJR2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,NA,2,24.26315702
96,SJR2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,2,0.490191061
97,SJR2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,10,4.254911084
98,SJR2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 12 16,12,16,NA,1,7.364949683
99,SJR2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,NA,1,24.31607558
100,SJR2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,2,0.488587382
101,SJR2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,1,0.372116218
102,SJR2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,6,2.633749784
103,YBP2,site,chlorophyte scenedesmus,chlorophyte scenedesmus 12 16,12,16,NA,11,119.6481288
104,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,48,9.316595623
105,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 6 6,6,6,NA,1,1.001514661
106,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 8 12,8,12,NA,8,27.38377728
107,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 10 16,10,16,NA,7,40.81510913
108,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 14 20,14,20,NA,2,29.19900293
109,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 24,16,24,NA,3,65.15950559
110,YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,NA,4,111.2355002
111,YBP2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,62,16.16133222
112,YBP2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 12 16,12,16,NA,3,34.21417732
113,YBP2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 24,16,24,NA,2,98.8418069
114,YBP2,FC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,NA,1,67.54465438
115,YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,NA,26,6.131713094
116,YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,NA,41,20.20765782
117,YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,NA,14,18.19728071
118,YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 6 8,6,8,NA,8,21.82806163
119,SJR1,site,ciliate cone,ciliate cone 32 36,32,36,NA,2,200.3561183
120,SJR1,IC,ciliate cone,ciliate cone 24 24,24,24,NA,261,2478.566076
121,SJR1,IC,ciliate cone,ciliate cone 32 36,32,36,NA,3,221.9721963
122,SJR1,FC,ciliate cone,ciliate cone 24 24,24,24,NA,275,3143.881247
123,SJR1,FC,ciliate cone,ciliate cone 32 36,32,36,NA,5,452.6555082
124,SJR1,T24,ciliate cone,ciliate cone 24 24,24,24,NA,77,820.4864041
125,YBP1,site,ciliate cone,ciliate cone 24 40,24,40,NA,4,328.6319836
126,YBP1,IC,ciliate cone,ciliate cone 24 24,24,24,NA,85,855.5074299
127,YBP1,FC,ciliate cone,ciliate cone 24 24,24,24,NA,429,4070.260779
128,YBP1,FC,ciliate cone,ciliate cone 24 40,24,40,NA,131,5900.212124
129,YBP1,FC,ciliate cone,ciliate cone 32 56,32,56,NA,1,130.5573244
130,YBP1,T24,ciliate cone,ciliate cone 24 24,24,24,NA,105,1574.134587
131,WLD2,site,ciliate cone,ciliate cone 40 48,40,48,NA,1,257.3572116
132,WLD2,IC,ciliate cone,ciliate cone 24 24,24,24,NA,63,628.8621337
133,WLD2,FC,ciliate cone,ciliate cone 24 24,24,24,NA,351,3546.173262
134,WLD2,FC,ciliate cone,ciliate cone 24 40,24,40,NA,7,377.4643281
135,WLD2,FC,ciliate cone,ciliate cone 32 36,32,36,NA,2,167.3703362
136,WLD2,T24,ciliate cone,ciliate cone 24 24,24,24,NA,76,741.3752841
137,WLD2,T24,ciliate cone,ciliate cone 24 40,24,40,NA,1,51.23627765
138,WLD2,T24,ciliate cone,ciliate cone 40 48,40,48,NA,1,161.1464528
139,LSZ2,site,ciliate cone,ciliate cone 16 24,16,24,NA,1,20.24665609
140,LSZ2,IC,ciliate cone,ciliate cone 24 24,24,24,NA,160,1548.956266
141,LSZ2,FC,ciliate cone,ciliate cone 24 24,24,24,NA,575,5626.083204
142,LSZ2,FC,ciliate cone,ciliate cone 32 36,32,36,NA,2,165.3626222
143,LSZ2,FC,ciliate cone,ciliate cone 40 48,40,48,NA,5,424.3754442
144,LSZ2,T24,ciliate cone,ciliate cone 24 24,24,24,NA,102,1028.574129
145,LSZ2,T24,ciliate cone,ciliate cone 32 56,32,56,NA,1,133.7846769
146,SJR2,site,ciliate cone,ciliate cone 16 24,16,24,NA,20,391.6260735
147,SJR2,IC,ciliate cone,ciliate cone 24 24,24,24,NA,133,1327.784021
148,SJR2,IC,ciliate cone,ciliate cone 24 40,24,40,NA,4,206.4168018
149,SJR2,FC,ciliate cone,ciliate cone 24 24,24,24,NA,151,4433.131079
150,SJR2,FC,ciliate cone,ciliate cone 24 40,24,40,NA,1,52.58918328
151,SJR2,T24,ciliate cone,ciliate cone 24 24,24,24,NA,47,1407.391405
152,YBP2,IC,ciliate cone,ciliate cone 24 24,24,24,NA,210,3882.565
153,YBP2,FC,ciliate cone,ciliate cone 16 24,16,24,NA,42,774.617792
154,YBP2,FC,ciliate cone,ciliate cone 32 56,32,56,NA,1,359.4884432
155,YBP2,FC,ciliate cone,ciliate cone 40 48,40,48,NA,2,574.1266554
156,YBP2,T24,ciliate cone,ciliate cone 12 20,12,20,NA,11,213.221831
157,YBP2,T24,ciliate cone,ciliate cone 16 24,16,24,NA,23,303.0675577
158,YBP2,T24,ciliate cone,ciliate cone 32 36,32,36,NA,4,968.3289315
159,YBP2,T24,ciliate cone,ciliate cone 40 48,40,48,NA,3,841.1180174
160,YBP1,site,ciliate oblong,ciliate oblong 16 32,16,32,NA,1,60.06054405
161,YBP1,IC,ciliate oblong,ciliate oblong 16 48,16,48,NA,1,54.83773324
162,WLD2,site,ciliate oblong,ciliate oblong 16 24,16,24,NA,1,42.40239676
163,WLD2,site,ciliate oblong,ciliate oblong 20 64,20,64,NA,1,172.6881526
164,WLD2,IC,ciliate oblong,ciliate oblong 8 40,8,40,NA,3,17.74431676
165,WLD2,IC,ciliate oblong,ciliate oblong 12 56,12,56,NA,1,37.47212238
166,WLD2,FC,ciliate oblong,ciliate oblong 8 20,8,20,NA,6,35.63702365
167,WLD2,FC,ciliate oblong,ciliate oblong 8 72,8,72,NA,2,42.78105172
168,WLD2,FC,ciliate oblong,ciliate oblong 12 32,12,32,NA,3,63.54619781
169,WLD2,FC,ciliate oblong,ciliate oblong 16 32,16,32,NA,4,155.6083653
170,WLD2,FC,ciliate oblong,ciliate oblong 16 48,16,48,NA,4,222.1356205
171,WLD2,FC,ciliate oblong,ciliate oblong 40 72,40,72,NA,1,536.1662141
172,WLD2,T24,ciliate oblong,ciliate oblong 8 20,8,20,NA,1,5.671963606
173,WLD2,T24,ciliate oblong,ciliate oblong 12 32,12,32,NA,2,20.81695769
174,LSZ2,FC,ciliate oblong,ciliate oblong 40 56,40,56,NA,1,397.5527425
175,SJR2,IC,ciliate oblong,ciliate oblong 12 32,12,32,NA,1,21.41632974
176,YBP2,site,ciliate oblong,ciliate oblong 8 40,8,40,NA,1,20.4646211
177,YBP2,site,ciliate oblong,ciliate oblong 16 24,16,24,NA,11,512.6984119
178,YBP2,IC,ciliate oblong,ciliate oblong 16 48,16,48,NA,1,70.3530919
179,YBP2,IC,ciliate oblong,ciliate oblong 20 64,20,64,NA,1,144.8577753
180,YBP2,IC,ciliate oblong,ciliate oblong 72 80,72,80,NA,1,2646.28745
181,YBP2,IC,ciliate oblong,ciliate oblong 80 120,80,120,NA,1,4115.561784
182,YBP2,FC,ciliate oblong,ciliate oblong 16 24,16,24,NA,6,232.4717334
183,YBP2,FC,ciliate oblong,ciliate oblong 20 64,20,64,NA,1,191.0534006
184,YBP2,FC,ciliate oblong,ciliate oblong 40 56,40,56,NA,2,2181.880045
185,YBP2,FC,ciliate oblong,ciliate oblong 40 72,40,72,NA,1,839.2974156
186,YBP2,T24,ciliate oblong,ciliate oblong 16 24,16,24,NA,1,88.63118211
187,YBP1,FC,ciliate other,ciliate other 19.2 32,19.2,32,NA,2,107.7656849
188,WLD2,FC,ciliate other,ciliate other 32 40,32,40,NA,1,185.0410881
189,WLD2,T24,ciliate other,ciliate other 16 24,16,24,NA,2,52.51559966
190,SJR1,IC,ciliate other odd shape,ciliate other odd shape 32 136,32,136,NA,1,615.5862833
191,WLD2,FC,ciliate other odd shape,ciliate other odd shape 32 136,32,136,NA,1,646.2010326
192,YBP2,FC,ciliate other odd shape,ciliate other odd shape 32 136,32,136,NA,1,1011.542396
193,SJR1,site,ciliate round,ciliate round 14 14,14,14,NA,1,15.54661173
194,SJR1,site,ciliate round,ciliate round 24 24,24,24,NA,40,2877.904697
195,SJR1,site,ciliate round,ciliate round 36 36,36,36,NA,3,744.6601061
196,SJR1,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,6,1.590248887
197,SJR1,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,88,109.5488048
198,SJR1,IC,ciliate round,ciliate round 14 14,14,14,NA,75,289.8338143
199,SJR1,IC,ciliate round,ciliate round 24 24,24,24,NA,13,399.7778558
200,SJR1,IC,ciliate round,ciliate round 48 48,48,48,NA,1,439.0480927
201,SJR1,IC,ciliate round,ciliate round 56 56,56,56,NA,2,1529.734504
202,SJR1,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,112,30.39480666
203,SJR1,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,71,108.9046139
204,SJR1,FC,ciliate round,ciliate round 14 14,14,14,NA,186,862.9714516
205,SJR1,FC,ciliate round,ciliate round 24 24,24,24,NA,12,376.8280358
206,SJR1,FC,ciliate round,ciliate round 48 48,48,48,NA,1,487.4439283
207,SJR1,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,6,1.759375771
208,SJR1,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,24,34.09681335
209,SJR1,T24,ciliate round,ciliate round 14 14,14,14,NA,41,183.403583
210,SJR1,T24,ciliate round,ciliate round 24 24,24,24,NA,10,220.7426467
211,YBP1,site,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,4,25.49650612
212,YBP1,site,ciliate round,ciliate round 14 14,14,14,NA,24,466.9940858
213,YBP1,site,ciliate round,ciliate round 24 24,24,24,NA,46,4348.613895
214,YBP1,site,ciliate round,ciliate round 56 56,56,56,NA,3,3613.698602
215,YBP1,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,9,2.378515041
216,YBP1,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,35,45.57544217
217,YBP1,IC,ciliate round,ciliate round 14 14,14,14,NA,26,106.8032472
218,YBP1,IC,ciliate round,ciliate round 24 24,24,24,NA,15,463.295905
219,YBP1,IC,ciliate round,ciliate round 40 40,40,40,NA,4,564.5267543
220,YBP1,IC,ciliate round,ciliate round 48 48,48,48,NA,1,492.8181722
221,YBP1,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,47,11.87109117
222,YBP1,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,199,245.1857022
223,YBP1,FC,ciliate round,ciliate round 14 14,14,14,NA,128,495.9910539
224,YBP1,FC,ciliate round,ciliate round 24 24,24,24,NA,15,444.0757773
225,YBP1,FC,ciliate round,ciliate round 36 36,36,36,NA,2,416.9472166
226,YBP1,FC,ciliate round,ciliate round 40 40,40,40,NA,1,275.4223922
227,YBP1,FC,ciliate round,ciliate round 48 48,48,48,NA,1,471.7829965
228,YBP1,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,24,6.153373993
229,YBP1,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,106,134.9416901
230,YBP1,T24,ciliate round,ciliate round 14 14,14,14,NA,56,224.5582372
231,YBP1,T24,ciliate round,ciliate round 24 24,24,24,NA,49,2782.643344
232,YBP1,T24,ciliate round,ciliate round 40 40,40,40,NA,6,839.3192062
233,WLD2,site,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,1,1.216480291
234,WLD2,site,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,1,6.106530078
235,WLD2,site,ciliate round,ciliate round 14 14,14,14,NA,2,37.94354421
236,WLD2,site,ciliate round,ciliate round 24 24,24,24,NA,18,1618.550105
237,WLD2,site,ciliate round,ciliate round 48 48,48,48,NA,1,728.749971
238,WLD2,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,8,2.126274951
239,WLD2,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,54,69.16551761
240,WLD2,IC,ciliate round,ciliate round 14 14,14,14,NA,35,143.5022775
241,WLD2,IC,ciliate round,ciliate round 24 24,24,24,NA,15,306.2832123
242,WLD2,IC,ciliate round,ciliate round 36 36,36,36,NA,1,200.4805178
243,WLD2,IC,ciliate round,ciliate round 40 40,40,40,NA,3,425.8930051
244,WLD2,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,71,18.66163838
245,WLD2,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,144,188.9136851
246,WLD2,FC,ciliate round,ciliate round 14 14,14,14,NA,72,301.2500302
247,WLD2,FC,ciliate round,ciliate round 24 24,24,24,NA,25,785.4547993
248,WLD2,FC,ciliate round,ciliate round 40 40,40,40,NA,3,441.3784413
249,WLD2,FC,ciliate round,ciliate round 48 48,48,48,NA,1,515.0558654
250,WLD2,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,24,6.140690284
251,WLD2,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,75,93.34531706
252,WLD2,T24,ciliate round,ciliate round 14 14,14,14,NA,20,79.76192204
253,WLD2,T24,ciliate round,ciliate round 40 40,40,40,NA,1,266.391228
254,LSZ2,site,ciliate round,ciliate round 14 14,14,14,NA,10,174.6227388
255,LSZ2,site,ciliate round,ciliate round 24 24,24,24,NA,12,1025.719863
256,LSZ2,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,7,1.828545453
257,LSZ2,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,15,19.12723109
258,LSZ2,IC,ciliate round,ciliate round 14 14,14,14,NA,17,68.53918269
259,LSZ2,IC,ciliate round,ciliate round 24 24,24,24,NA,2,124.4584214
260,LSZ2,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,5,2.006589209
261,LSZ2,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,76,98.38039081
262,LSZ2,FC,ciliate round,ciliate round 14 14,14,14,NA,54,221.1572613
263,LSZ2,FC,ciliate round,ciliate round 24 24,24,24,NA,18,546.9633568
264,LSZ2,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,3,1.227951296
265,LSZ2,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,25,33.35694069
266,LSZ2,T24,ciliate round,ciliate round 14 14,14,14,NA,17,70.98881128
267,LSZ2,T24,ciliate round,ciliate round 24 24,24,24,NA,3,192.3705621
268,LSZ2,T24,ciliate round,ciliate round 40 40,40,40,NA,4,1153.389092
269,LSZ2,T24,ciliate round,ciliate round 48 48,48,48,NA,3,1441.567955
270,SJR2,site,ciliate round,ciliate round 14 14,14,14,NA,3,54.1867229
271,SJR2,site,ciliate round,ciliate round 24 24,24,24,NA,4,353.0581389
272,SJR2,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,1,0.811904626
273,SJR2,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,25,32.86631806
274,SJR2,IC,ciliate round,ciliate round 14 14,14,14,NA,28,115.3676192
275,SJR2,IC,ciliate round,ciliate round 40 40,40,40,NA,5,698.6183493
276,SJR2,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,9,2.398935056
277,SJR2,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,52,67.74240187
278,SJR2,FC,ciliate round,ciliate round 14 14,14,14,NA,69,281.0956319
279,SJR2,FC,ciliate round,ciliate round 24 24,24,24,NA,309,9002.393842
280,SJR2,FC,ciliate round,ciliate round 40 40,40,40,NA,3,841.5735574
281,SJR2,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,5,2.001969123
282,SJR2,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,23,30.3097112
283,SJR2,T24,ciliate round,ciliate round 14 14,14,14,NA,8,33.60591902
284,SJR2,T24,ciliate round,ciliate round 24 24,24,24,NA,69,2049.756096
285,SJR2,T24,ciliate round,ciliate round 40 40,40,40,NA,2,284.8760942
286,YBP2,site,ciliate round,ciliate round 14 14,14,14,NA,7,148.6763926
287,YBP2,site,ciliate round,ciliate round 24 24,24,24,NA,79,7923.995599
288,YBP2,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,44,14.68643975
289,YBP2,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,64,109.9363468
290,YBP2,IC,ciliate round,ciliate round 14 14,14,14,NA,84,454.1509979
291,YBP2,IC,ciliate round,ciliate round 24 24,24,24,NA,109,9418.405323
292,YBP2,IC,ciliate round,ciliate round 40 40,40,40,NA,2,388.8231307
293,YBP2,IC,ciliate round,ciliate round 48 48,48,48,NA,3,1792.156027
294,YBP2,IC,ciliate round,ciliate round 120 120,120,120,NA,2,17981.29324
295,YBP2,FC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,4,3.11617731
296,YBP2,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,146,444.4838741
